element_id,centroid_x_m,centroid_y_m,centroid_z_m,sigma_xx_pa,sigma_yy_pa,sigma_zz_pa,tau_xy_pa,tau_yz_pa,tau_xz_pa,principal_min_pa,principal_mid_pa,principal_max_pa,affine_principal_min_pa,affine_principal_mid_pa,affine_principal_max_pa
1,0.31790613911488186,78.76415930216682,29.854166360372787,-8317.758069528758,-93890.02744241635,-78830.63898956077,160103.67746720818,-230418.9845887143,1138070.1293596497,-1248629.490815525,-29235.227504061477,1096826.2938180808,-29961.295960364983,-9823.136004980883,105068.00353308354
2,0.34869951865990245,81.22750747525316,29.8541663609071,6413.392371156184,-54367.27318384186,-30540.268910779254,-162795.5392699938,-136958.69868641943,-1132658.707379621,-1184571.0453780498,-15015.101246968406,1121091.9969015536,-29590.69636910611,-9105.883625630495,109188.58472465529
3,0.31784102910591966,78.75895141299429,29.895832812964354,-9778.69292147845,-94616.21136485467,-88218.4360567934,161433.3108569899,-162191.3222057887,821095.7710104764,-933431.9880421704,-32243.71544592391,773062.3631449678,-27839.699644305634,-13021.805137177173,105750.6511115242
4,0.3487646596046739,81.23271536472058,29.89583281246903,9768.333849497378,-50193.70772800151,-20848.935557514655,-164091.01530664263,-93861.23519295854,-816218.3894443868,-862715.2681235907,-12507.406850972562,813948.3655385445,-27378.95207471963,-12144.254863898152,109946.44717785597
5,0.3177759178823333,78.75374340610396,29.937499515437228,-8331.939012819643,-93005.12966189298,-84985.72503557376,162878.40607296702,-97579.25727579415,497873.32003534905,-610526.8281484521,-33949.06319097857,458153.09762914444,-25295.511206178442,-15351.565983704217,106328.7851753487
6,0.34882979904175093,81.23792324702502,29.93749951401867,9878.419749948089,-49810.70540910461,-23119.15517637124,-165510.03432239668,-54059.75571194772,-493673.62431087677,-548677.3904379697,-14295.34539015955,499921.2949926015,-24978.88864067722,-14418.35041039929,110581.28285816524
7,0.3177108053443763,78.74853540598956,29.97916621843934,-3937.8304022282064,-88951.97334082125,-68889.75089630937,164453.55804414625,-34533.89807613034,168536.58170778834,-300582.77741868544,-44560.81427616677,183364.0370554934,-22709.622653704373,-16946.573146671013,106893.0543056356
8,0.34889481193336247,81.24313124766007,29.9791662160426,6569.741401773819,-53321.36565715788,-37979.13365078581,-167062.57501929378,-15771.616240243315,-165036.2819184565,-264896.59632197034,-29750.125321239564,209915.96373704,-22628.94637401111,-15980.603392863466,111132.0141077746
9,0.9849609362441684,78.79228167820038,29.56249949960526,-9660.40012852495,-107032.70076183026,-104891.7353667918,219682.3406582339,-97017.023192451,529739.1660540521,-675407.2038912444,-37656.172480236535,491478.54011433397,-42994.104398676966,-10858.901214692167,140255.36877610564
10,1.0148427687503463,81.18271884388012,29.562499511803882,17138.610655450346,-30119.510648209198,-20647.054747484402,-225802.60128508133,-14299.514410979113,-508490.08804037655,-564933.949419558,-17931.85905995972,549237.8537392743,-40093.751866275335,-9594.793644873482,147965.7318357948
