element_id,centroid_x_m,centroid_y_m,centroid_z_m,sigma_xx_pa,sigma_yy_pa,sigma_zz_pa,tau_xy_pa,tau_yz_pa,tau_xz_pa,principal_min_pa,principal_mid_pa,principal_max_pa,affine_principal_min_pa,affine_principal_mid_pa,affine_principal_max_pa
1,0.31790700136771266,78.76415939966928,29.854166363755155,-6199.545342065754,-108315.65181381721,-80727.20082540381,191293.8915011004,-273728.795795197,1357903.2292667213,-1481069.7282413393,-31210.97744763305,1317038.3077076857,-32552.461149578176,-9431.472658637298,126697.4762651473
2,0.3487003569498192,81.2275073315754,29.854166365976525,6614.829099215818,-67025.5258402637,-39841.690292994186,-195396.35531631194,-167401.22836366628,-1361135.056091062,-1426301.8609890088,-19018.52804017946,1345068.0019951463,-32310.94668805818,-8874.731255463497,130422.99003283892
3,0.31784189122868634,78.7589515073347,29.895832811671145,-8631.722320393503,-109769.45005205451,-94362.00130330707,192807.30472776864,-192465.93615153132,979289.9612857493,-1106173.028404324,-35359.34027691439,928769.1950054835,-30132.466577800406,-13544.181367156398,127609.94605020684
4,0.34876549786554567,81.23271522417846,29.895832813043164,10972.229760696326,-61583.062939851145,-26535.304271677625,-196870.47021231617,-114863.62749211039,-980698.0615001256,-1038245.7000050744,-15558.731688791915,976658.2942430337,-29573.48025913174,-12794.536451760921,131284.24665900477
5,0.3177767799872239,78.7537434986813,29.93749950916081,-7633.663080458631,-108485.48760374328,-93164.58133952126,194449.8183527585,-115576.79271783149,593368.0719805872,-722456.0448776614,-37862.61362077098,551034.926474709,-27027.163204650402,-16585.75656826204,128315.43060587479
6,0.34883063695138006,81.23792310821261,29.937499509928596,11534.317660828934,-60590.908650232224,-27197.666343443918,-198501.24418513346,-66320.05514559732,-593282.1484800995,-659719.5442691611,-17029.29302531031,600494.5799616241,-26568.663554853425,-15862.77522566419,131984.8253535882
7,0.31771166736523826,78.74853549811023,29.979166207099247,-3181.9381054706573,-104354.42838251835,-76904.66234996075,196241.44375795792,-40629.1553537881,200412.9447402353,-355174.3191948469,-50176.95514186656,220910.24549876366,-23646.997807727905,-18929.48931765411,128975.23452688675
8,0.34889564909513365,81.24313110927775,29.979166207212067,8051.38837293241,-64211.872502323524,-42733.25743089917,-200298.6009175418,-19638.819911401282,-198866.6543213344,-317956.2106722193,-33699.53043517556,252761.99954710453,-23424.891137650575,-18283.02659979398,132573.8583674298
9,0.9849622164290599,78.79228176500753,29.562499494159717,-6489.919210372809,-121926.9938826872,-110786.97766926362,262508.5490062535,-112665.5426144791,630471.5749607006,-793919.069401266,-39831.19602716321,594546.3746661054,-47586.160569037835,-10703.219580946567,170844.40253940382
10,1.0148439739976967,81.18271870398917,29.562499518119033,18996.594768671508,-40580.760845938916,-27522.50900333532,-272157.5764287007,-21558.708002873434,-614888.2706870037,-686808.4352047425,-22449.414852747017,660151.1749768868,-44944.98504935463,-9364.366380834474,176104.06290297047
