element_id,centroid_x_m,centroid_y_m,centroid_z_m,sigma_xx_pa,sigma_yy_pa,sigma_zz_pa,tau_xy_pa,tau_yz_pa,tau_xz_pa,principal_min_pa,principal_mid_pa,principal_max_pa,affine_principal_min_pa,affine_principal_mid_pa,affine_principal_max_pa
1,0.317905401074558,78.76415923103976,29.854166357045614,-9837.977265193469,-80368.46856425867,-76881.6092422079,133068.2514503263,-190283.6796995216,946894.1190950514,-1045381.8153122015,-27217.02077322692,905510.7810137682,-27905.386294154247,-9866.47692834057,86778.79849338374
2,0.3486987907801635,81.22750761236546,29.854166356655483,6020.269606655909,-44425.582757288095,-22413.78202503355,-134815.33443017537,-113486.75520809635,-937190.4657544658,-978459.2730878582,-11742.728707846138,929382.9066200386,-27564.53121041734,-9123.041757828578,90482.99663302163
3,0.3178402913354792,78.75895134454971,29.895832813545166,-10457.4475521881,-80467.95029735562,-82613.17284219748,134239.2765518545,-134094.85356651404,683572.8992899634,-782319.0637638884,-29246.132769438,638026.625841585,-26084.098770883033,-12256.136712324545,87302.38747667475
4,0.34876393181259935,81.23271549906234,29.895832812189823,8514.016169495564,-41346.481276039296,-15834.534139054485,-135962.35873292072,-77739.27292192966,-675524.6813250667,-713179.0085461983,-10049.308064323035,674561.317364923,-25791.979175848206,-11387.441353485801,91136.76571512994
5,0.31777518035886865,78.75374333912661,29.93749952017678,-8619.789049689927,-78577.14757949117,-77644.97038756116,135511.22438791144,-80863.86549183089,414892.8047991765,-512471.6020699138,-30272.948832027672,377902.6438851992,-24053.42072686356,-13930.541868939978,87790.91816868418
6,0.3488290715686068,81.23792337980177,29.93749951787531,8219.337841303495,-41506.46283096957,-19550.990716926633,-137207.51456276854,-44681.51940413232,-408493.6868075054,-454283.8299091486,-12113.137442950654,413558.85164550657,-23893.861528489553,-12986.071080846668,91707.25330891716
7,0.31771006817304587,78.74853533934467,29.979166227406868,-4282.928219847345,-74605.08655820684,-61764.03630258437,136894.50353091565,-28877.220399915925,140895.82869041726,-252553.7007983767,-39458.72444797551,151360.3741657137,-22088.902744767274,-14929.425900606835,88285.40745449238
8,0.34889408507554,81.2431313799889,29.979166224110568,5028.25834299563,-44956.96924393742,-33951.656432623706,-138560.0769233503,-12831.231391529001,-136128.04710485527,-220109.6783720414,-26504.90198044383,172734.21301891975,-22083.219294043054,-13948.129526319368,92220.19180384392
9,0.9849598446823687,78.79228164122885,29.562499501447917,-11536.086583730521,-91303.14368312797,-99229.70962852339,182453.1493075075,-80926.01925409578,441558.5524740673,-569708.7024381761,-35032.38919097424,402672.15173376846,-38905.1029323354,-10828.222018147562,114894.55990158525
10,1.014841719666565,81.18271900276443,29.562499506120773,14885.665493385932,-23837.214958637855,-14738.02505515857,-186084.16009371914,-10450.719150391507,-417764.23658217903,-462436.25439386145,-14546.91397489269,453293.5938483436,-36450.7535536545,-9617.775526483278,122684.59007252436
